Id,SalePrice
1759,183303.27
1760,171496.28
1761,153341.61
1762,192977.95
1763,199555.23
1764,83586.484
1765,145385.86
1766,204378.69
1767,237665.86
1768,162019.53
1769,185369.89
1770,160277.73
1771,112796.65
1772,153978.27
1773,156891.19
1774,124958.92
1775,152635.3
1776,96841.836
1777,106357.89
1778,120575.84
1779,142304.48
1780,177948.44
1781,148446.33
1782,69424.31
1783,108538.2
1784,96822.62
1785,143661.64
1786,162155.69
1787,187190.7
1788,47889.69
1789,69306.375
1790,80401.64
1791,170296.58
1792,170772.73
1793,143599.98
1794,172385.64
1795,156629.33
1796,138555.78
1797,127903.055
1798,139414.61
1799,122145.8
1800,138959.83
1801,118501.18
1802,118291.56
1803,143920.08
1804,133681.08
1805,159922.86
1806,135659.03
1807,148339.77
1808,133191.02
1809,120584.625
1810,150353.95
1811,119824.336
1812,106932.62
1813,92878.96
1814,113707.92
1815,60075.0
1816,89376.95
1817,117240.78
1818,187241.19
1819,142575.39
1820,48450.207
1821,77249.42
1822,147368.73
1823,36618.047
1824,119879.59
1825,109002.39
1826,100668.89
1827,87865.87
1828,159696.31
1829,127849.516
1830,165065.11
1831,159664.58
1832,58252.887
1833,168219.6
1834,129729.195
1835,121785.69
1836,123980.49
1837,90314.27
1838,139612.95
1839,118555.78
1840,112270.82
1841,76627.91
1842,80147.31
1843,142523.39
1844,164456.55
1845,155947.61
1846,153352.48
1847,156363.23
1848,37217.54
1849,112272.06
1850,81361.62
1851,143129.23
1852,84564.64
1853,96588.95
1854,145844.9
1855,163034.16
1856,226619.06
1857,146478.38
1858,133679.56
1859,81207.25
1860,166091.17
1861,132028.58
1862,274999.56
1863,252787.52
1864,254725.73
1865,470475.8
1866,377661.2
1867,235618.06
1868,311165.97
1869,214796.39
1870,251133.53
1871,282923.94
1872,178318.52
1873,270447.0
1874,166805.64
1875,207767.77
1876,186796.98
1877,154986.33
1878,186342.61
1879,135904.0
1880,148035.73
1881,281731.2
1882,262261.66
1883,173539.05
1884,222077.19
1885,246229.05
1886,298433.94
1887,162367.42
1888,296921.78
1889,161382.22
1890,102154.9
1891,130844.48
1892,80407.8
1893,109102.94
1894,118907.95
1895,154498.3
1896,147898.05
1897,132702.3
1898,108154.36
1899,186563.14
1900,175883.02
1901,198067.27
1902,148562.55
1903,190246.77
1904,136867.98
1905,219825.52
1906,127828.03
1907,208107.95
1908,92525.39
1909,136176.73
1910,122783.86
1911,198963.05
1912,253462.3
1913,168153.33
1914,56547.016
1915,446327.12
1916,63877.883
1917,200514.78
1918,153137.1
1919,174310.92
1920,168511.81
1921,340075.97
1922,384566.22
1923,250524.83
1924,245203.86
1925,224364.78
1926,359468.34
1927,134785.97
1928,144100.75
1929,90297.83
1930,149556.66
1931,92836.25
1932,125071.56
1933,217759.3
1934,183348.78
1935,161536.2
1936,177308.67
1937,167582.16
1938,196071.17
1939,231611.42
1940,208983.14
1941,186389.23
1942,153918.84
1943,253295.56
1944,454987.94
1945,247954.47
1946,159693.55
1947,253852.38
1948,187916.17
1949,253858.7
1950,172174.89
1951,255323.42
1952,139484.23
1953,176187.52
1954,192919.2
1955,100753.31
1956,343823.53
1957,143785.89
1958,281467.0
1959,152948.67
1960,77227.02
1961,87499.97
1962,69006.21
1963,96706.86
1964,121276.71
1965,124970.016
1966,123676.305
1967,344103.8
1968,491389.5
1969,438273.16
1970,350616.6
1971,491223.84
1972,408717.12
1973,296906.44
1974,304178.44
1975,554086.56
1976,262438.1
1977,271157.12
1978,373680.97
1979,292786.0
1980,187084.28
1981,352893.97
1982,246380.3
1983,228686.73
1984,192278.58
1985,245703.92
1986,228278.83
1987,171656.38
1988,156515.58
1989,212683.8
1990,195268.16
1991,246949.56
1992,223270.81
1993,180315.98
1994,199396.42
1995,193605.55
1996,294885.75
1997,231261.58
1998,240409.69
1999,337349.47
2000,360906.0
2001,333934.2
2002,272571.53
2003,235585.8
2004,271827.97
2005,241469.14
2006,158305.56
2007,288302.7
2008,162817.58
2009,221981.97
2010,167422.05
2011,148437.72
2012,201248.42
2013,123613.14
2014,208432.52
2015,219494.33
2016,189831.92
2017,152757.66
2018,106347.89
2019,153506.69
2020,66205.23
2021,76123.266
2022,185895.8
2023,133582.98
2024,256202.22
2025,334022.88
2026,162725.89
2027,179680.27
2028,171990.23
2029,190695.06
2030,286489.72
2031,244101.88
2032,266823.2
2033,273243.44
2034,182943.52
2035,265567.0
2036,210027.27
2037,198091.73
2038,395591.56
2039,239375.22
2040,289702.8
2041,392271.4
2042,227702.66
2043,157401.84
2044,157303.22
2045,227576.89
2046,166036.8
2047,163412.84
2048,158613.31
2049,127161.66
2050,201507.72
2051,114287.38
2052,142804.02
2053,79860.36
2054,116564.28
2055,154525.16
2056,171142.39
2057,112871.32
2058,224549.92
2059,112910.15
2060,193597.11
2061,195022.11
2062,153152.64
2063,114642.414
2064,116269.32
2065,104977.05
2066,191596.83
2067,119095.914
2068,150427.8
2069,59754.68
2070,120127.55
2071,110025.734
2072,161045.7
2073,159660.2
2074,192132.55
2075,130414.34
2076,128172.45
2077,171809.84
2078,123484.95
2079,141761.7
2080,134927.53
2081,133034.02
2082,134887.98
2083,126773.56
2084,116352.734
2085,138867.75
2086,105954.266
2087,121352.64
2088,102234.016
2089,88871.17
2090,106540.31
2091,104342.375
2092,118727.13
2093,113852.41
2094,119225.41
2095,156420.14
2096,97130.12
2097,94529.12
2098,142062.92
2099,37489.625
2100,54548.523
2101,86251.31
2102,126797.39
2103,117297.45
2104,149918.1
2105,144388.64
2106,70377.33
2107,216676.77
2108,111521.45
2109,103685.89
2110,130298.71
2111,121415.61
2112,132636.75
2113,134718.17
2114,133895.89
2115,146643.36
2116,122341.71
2117,161551.11
2118,119137.2
2119,132091.81
2120,121763.59
2121,102051.06
2122,133718.52
2123,86213.734
2124,202898.81
2125,112140.1
2126,146661.52
2127,198660.44
2128,134689.73
2129,82257.92
2130,162114.72
2131,157917.72
2132,81543.484
2133,142215.17
2134,141228.4
2135,85685.85
2136,65720.92
2137,79042.03
2138,109554.16
2139,145582.45
2140,133050.95
2141,175403.66
2142,131628.38
2143,128735.125
2144,146659.2
2145,166541.19
2146,204370.22
2147,127284.055
2148,113696.734
2149,120605.47
2150,276069.72
2151,118387.32
2152,180014.6
2153,182249.89
2154,94323.13
2155,136070.12
2156,234261.44
2157,208295.52
2158,250856.4
2159,183853.83
2160,157581.77
2161,253635.1
2162,297557.38
2163,358725.88
2164,271835.84
2165,186026.33
2166,149727.6
2167,252716.92
2168,205741.48
2169,172283.94
2170,236532.38
2171,170931.89
2172,138835.33
2173,178768.73
2174,240131.89
2175,315629.75
2176,229448.9
2177,258615.8
2178,183329.48
2179,161033.45
2180,186901.66
2181,225368.17
2182,128722.875
2183,221817.42
2184,133448.67
2185,125646.83
2186,107398.62
2187,164047.66
2188,139652.58
2189,342761.7
2190,74908.81
2191,81882.555
2192,78548.24
2193,127244.3
2194,117515.96
2195,116007.5
2196,81760.125
2197,115677.695
2198,143677.92
2199,164989.14
2200,161144.61
2201,165469.5
2202,241139.66
2203,157762.14
2204,167313.98
2205,132511.31
2206,173500.58
2207,241812.95
2208,193494.48
2209,303265.22
2210,131005.33
2211,118464.12
2212,68005.766
2213,127674.81
2214,125672.61
2215,118577.46
2216,175997.39
2217,53048.055
2218,57810.273
2219,67444.43
2220,47096.543
2221,468917.88
2222,230059.3
2223,323805.25
2224,107614.03
2225,114230.984
2226,205479.73
2227,178213.33
2228,258437.02
2229,279083.0
2230,179450.73
2231,231579.14
2232,198480.58
2233,172838.2
2234,274642.5
2235,235255.2
2236,233461.7
2237,265843.38
2238,105272.484
2239,96881.164
2240,164057.08
2241,142496.7
2242,109137.59
2243,137875.8
2244,84679.03
2245,104889.45
2246,127164.44
2247,117688.414
2248,111765.836
2249,140918.48
2250,128665.91
2251,130626.97
2252,202224.39
2253,169843.61
2254,161730.62
2255,212892.89
2256,185167.64
2257,240222.03
2258,180418.89
2259,124239.92
2260,139407.55
2261,219966.23
2262,242682.39
2263,475504.94
2264,432131.3
2265,178555.39
2266,349200.53
2267,306939.53
2268,553407.3
2269,161706.9
2270,204349.83
2271,189801.2
2272,71330.66
2273,176418.05
2274,172582.02
2275,172711.02
2276,169269.53
2277,200170.12
2278,167342.4
2279,141186.62
2280,106278.89
2281,177052.47
2282,94121.37
2283,118459.94
2284,126639.25
2285,122717.04
2286,139288.52
2287,291311.94
2288,309843.38
2289,426150.94
2290,499290.38
2291,341008.44
2292,519926.25
2293,567116.6
2294,410939.6
2295,449586.53
2296,286654.88
2297,369568.44
2298,320850.3
2299,252535.77
2300,301358.2
2301,381071.44
2302,183333.95
2303,292295.3
2304,277437.88
2305,209419.92
2306,211592.19
2307,223647.44
2308,172340.52
2309,314906.5
2310,232155.62
2311,232406.98
2312,124549.96
2313,152595.17
2314,187650.73
2315,155550.22
2316,214621.14
2317,184130.61
2318,190916.98
2319,171950.02
2320,203802.44
2321,259766.36
2322,163450.92
2323,205065.56
2324,195495.44
2325,183549.48
2326,187659.17
2327,215017.06
2328,204696.2
2329,207092.77
2330,208218.7
2331,360596.06
2332,372919.1
2333,339407.12
2334,291939.1
2335,316279.53
2336,345530.97
2337,214485.47
2338,288092.94
2339,202834.95
2340,416494.0
2341,226513.47
2342,221972.81
2343,261612.98
2344,196652.33
2345,257591.64
2346,208830.08
2347,193254.86
2348,263058.5
2349,216377.92
2350,312872.22
2351,296731.8
2352,228890.06
2353,275086.7
2354,159667.86
2355,130919.54
2356,138836.69
2357,207520.17
2358,215375.08
2359,158586.66
2360,68122.97
2361,146269.89
2362,253543.83
2363,151705.39
2364,140720.08
2365,231171.64
2366,217681.22
2367,228550.61
2368,159484.73
2369,184555.23
2370,160275.27
2371,184905.25
2372,184996.92
2373,269103.88
2374,359624.84
2375,256246.7
2376,325269.28
2377,317344.44
2378,144669.12
2379,197137.73
2380,164681.05
2381,205887.33
2382,232256.23
2383,224193.5
2384,262472.38
2385,154247.95
2386,160480.17
2387,153338.61
2388,109427.42
2389,128389.875
2390,144544.95
2391,163945.92
2392,102050.39
2393,189347.47
2394,154481.73
2395,229834.27
2396,126623.17
2397,227217.25
2398,137866.05
2399,77749.86
2400,65811.45
2401,129421.86
2402,128412.664
2403,127084.95
2404,174399.4
2405,164764.58
2406,143719.86
2407,115262.086
2408,120287.086
2409,131371.05
2410,150499.14
2411,131708.67
2412,117171.945
2413,127982.125
2414,199338.81
2415,107319.016
2416,91966.86
2417,123797.0
2418,152873.08
2419,95270.78
2420,145680.33
2421,175616.58
2422,117676.72
2423,107278.75
2424,165400.55
2425,205423.34
2426,120853.61
2427,121133.36
2428,197295.48
2429,103046.14
2430,147464.61
2431,134181.11
2432,101593.68
2433,162300.14
2434,157122.2
2435,146194.83
2436,135694.5
2437,98100.22
2438,149668.98
2439,99669.484
2440,140771.55
2441,102845.625
2442,103665.58
2443,99451.5
2444,140798.72
2445,74985.19
2446,123521.13
2447,183389.42
2448,134335.67
2449,120502.09
2450,139465.69
2451,123176.77
2452,166910.7
2453,96727.91
2454,130732.38
2455,123368.586
2456,121722.305
2457,143496.14
2458,132646.08
2459,129493.38
2460,159794.14
2461,115883.28
2462,112610.3
2463,138912.8
2464,170462.1
2465,96179.5
2466,137178.86
2467,131490.95
2468,104148.17
2469,91505.66
2470,235202.3
2471,246628.84
2472,158979.98
2473,138824.36
2474,85725.22
2475,196044.53
2476,131793.31
2477,146991.5
2478,140100.48
2479,113768.39
2480,159101.02
2481,116310.92
2482,101400.82
2483,124062.04
2484,132176.38
2485,149942.2
2486,136420.6
2487,173853.78
2488,182234.08
2489,155086.2
2490,115119.37
2491,94071.66
2492,179936.86
2493,147027.02
2494,128033.07
2495,82150.17
2496,246884.9
2497,175480.28
2498,121884.91
2499,101992.71
2500,121997.23
2501,154160.77
2502,160742.16
2503,92129.56
2504,152567.03
2505,261628.25
2506,223711.92
2507,270044.7
2508,176701.36
2509,198745.33
2510,196860.77
2511,166977.17
2512,202878.53
2513,160146.75
2514,318489.5
2515,171980.55
2516,132854.67
2517,150189.78
2518,174531.83
2519,255285.16
2520,240811.38
2521,173122.48
2522,242739.23
2523,93068.33
2524,98776.67
2525,139788.2
2526,146171.61
2527,132437.52
2528,163128.86
2529,166969.3
2530,143714.98
2531,289325.2
2532,251852.16
2533,180926.11
2534,242385.83
2535,258020.9
2536,204707.38
2537,278231.66
2538,163743.06
2539,204212.03
2540,134285.11
2541,199573.33
2542,188758.95
2543,89386.17
2544,137499.05
2545,75680.17
2546,126823.58
2547,134139.2
2548,173951.98
2549,184530.12
2550,483847.06
2551,150297.7
2552,148881.3
2553,63936.0
2554,96451.05
2555,81682.03
2556,96226.19
2557,101302.805
2558,108782.97
2559,160196.67
2560,176329.73
2561,143341.73
2562,152883.8
2563,139993.28
2564,229029.27
2565,180882.11
2566,187545.23
2567,129913.5
2568,242745.08
2569,197630.3
2570,123260.96
2571,187155.84
2572,150082.47
2573,243711.81
2574,343280.5
2575,130283.77
2576,161322.17
2577,161834.23
2578,77987.47
2579,55864.023
2580,95116.22
2581,134678.73
2582,104595.35
2583,363286.0
2584,139533.23
2585,75676.53
2586,236896.8
2587,212451.08
2588,172487.77
2589,169405.69
2590,210068.86
2591,199704.9
2592,184298.66
2593,261844.05
2594,174180.77
2595,194496.02
2596,319289.22
2597,220833.75
2598,315953.25
2599,452289.34
2600,222489.75
2601,126219.33
2602,70850.49
2603,106764.94
2604,91711.49
2605,83566.16
2606,155980.92
2607,255770.78
2608,163789.53
2609,184984.23
2610,90861.25
2611,173171.36
2612,162732.44
2613,142152.27
2614,115828.79
2615,107147.75
2616,145389.55
2617,206093.77
2618,168964.44
2619,180132.05
2620,186143.61
2621,160235.34
2622,96307.336
2623,252551.98
2624,298512.56
2625,256794.98
2626,201471.17
2627,185910.17
2628,671602.4
2629,512049.56
2630,386314.56
2631,598813.1
2632,470068.9
2633,350240.3
2634,433795.9
2635,129451.305
2636,193219.11
2637,192844.23
2638,236340.78
2639,213029.61
2640,165716.73
2641,120417.375
2642,194898.12
2643,122771.74
2644,140329.69
2645,129356.05
2646,88280.96
2647,118841.74
2648,158915.94
2649,116450.42
2650,149164.27
2651,150696.48
2652,449280.28
2653,295094.38
2654,254884.84
2655,513178.0
2656,255531.8
2657,425908.84
2658,399887.5
2659,319003.38
2660,446472.47
2661,457704.84
2662,475548.3
2663,224013.89
2664,314790.3
2665,363444.8
2666,210114.02
2667,160160.98
2668,102179.375
2669,196302.33
2670,299662.56
2671,168497.7
2672,211017.94
2673,216713.05
2674,209909.17
2675,161020.22
2676,207179.12
2677,186061.94
2678,167261.16
2679,322150.2
2680,274808.38
2681,485732.44
2682,199052.03
2683,584274.6
2684,350442.7
2685,246251.73
2686,251130.83
2687,224853.42
2688,234365.75
2689,155001.52
2690,346545.78
2691,202541.33
2692,133351.81
2693,182755.52
2694,144139.55
2695,224177.9
2696,173335.05
2697,105321.414
2698,223171.89
2699,160581.77
2700,144226.83
2701,157827.58
2702,114784.836
2703,126322.2
2704,125676.12
2705,127888.22
2706,55513.89
2707,130352.84
2708,150519.8
2709,70607.375
2710,100593.19
2711,292821.5
2712,363910.34
2713,181368.12
2714,165641.12
2715,195037.8
2716,133403.42
2717,176613.12
2718,251193.48
2719,180796.36
2720,197148.39
2721,156793.86
2722,146827.0
2723,157775.84
2724,152308.5
2725,161446.55
2726,134132.88
2727,188102.11
2728,163853.83
2729,166767.17
2730,140108.23
2731,144058.2
2732,127210.5
2733,179767.95
2734,161754.31
2735,138913.2
2736,127018.984
2737,137759.08
2738,156278.05
2739,141302.61
2740,160284.67
2741,162972.88
2742,141572.23
2743,116072.445
2744,172878.77
2745,158424.84
2746,164998.64
2747,138334.1
2748,114451.51
2749,116886.48
2750,132644.62
2751,152196.22
2752,174457.22
2753,182575.92
2754,204688.98
2755,129352.195
2756,75970.805
2757,78300.78
2758,73590.74
2759,195923.05
2760,123447.86
2761,105005.77
2762,137604.44
2763,174704.8
2764,134140.3
2765,242257.83
2766,136637.6
2767,109030.31
2768,115757.17
2769,127672.16
2770,71983.72
2771,111141.945
2772,108343.38
2773,175338.9
2774,154589.42
2775,114938.64
2776,138685.48
2777,140994.08
2778,91395.625
2779,110261.54
2780,96281.51
2781,107512.06
2782,117240.305
2783,98149.04
2784,109653.39
2785,156180.23
2786,69619.78
2787,134672.23
2788,82498.91
2789,189995.77
2790,108245.36
2791,124469.39
2792,48892.117
2793,152281.3
2794,91500.09
2795,127212.13
2796,125334.516
2797,191533.52
2798,93662.336
2799,90843.65
2800,70271.56
2801,124686.266
2802,113423.875
2803,180312.58
2804,156588.36
2805,93997.91
2806,99256.89
2807,175586.42
2808,159744.05
2809,94054.96
2810,130487.86
2811,93516.625
2812,191592.86
2813,145215.27
2814,178727.58
2815,80226.914
2816,206606.97
2817,114065.83
2818,138758.23
2819,181276.45
2820,156573.25
2821,93085.8
2822,210760.47
2823,370793.7
2824,200575.38
2825,133903.7
2826,148314.4
2827,99597.875
2828,197164.97
2829,202505.89
2830,247668.14
2831,161334.61
2832,271430.03
2833,324239.8
2834,236842.83
2835,166402.86
2836,208046.97
2837,152158.06
2838,165216.16
2839,189334.73
2840,229529.38
2841,150584.86
2842,200844.42
2843,82314.05
2844,184274.88
2845,142810.22
2846,191186.27
2847,193400.14
2848,230395.89
2849,224373.45
2850,253933.8
2851,192990.14
2852,256061.86
2853,268005.38
2854,156998.2
2855,223322.14
2856,209707.88
2857,158175.6
2858,233558.34
2859,114787.31
2860,103524.29
2861,117836.61
2862,188950.5
2863,136294.05
2864,278081.2
2865,154492.61
2866,126259.86
2867,128310.02
2868,88425.03
2869,93136.03
2870,106345.75
2871,62701.44
2872,63601.613
2873,102502.44
2874,128798.875
2875,135501.02
2876,152812.88
2877,123660.5
2878,124988.68
2879,169696.6
2880,122272.36
2881,131877.14
2882,189093.9
2883,211282.39
2884,168170.56
2885,203982.66
2886,253185.19
2887,97195.05
2888,140331.52
2889,59620.355
2890,89757.805
2891,161816.77
2892,18196.682
2893,47230.95
2894,47958.746
2895,367271.3
2896,298879.78
2897,242405.11
2898,123096.33
2899,223458.64
2900,151296.31
2901,226986.2
2902,206030.27
2903,237666.98
2904,326165.38
2905,79199.28
2906,213337.02
2907,93386.7
2908,160813.95
2909,115165.95
2910,70047.484
2911,58203.13
2912,166344.7
2913,84627.62
2914,69385.99
2915,61421.453
2916,73911.125
2917,194003.95
2918,101631.58
2919,236652.73
